CLAVE,SITIO,ESTADO,LATITUD,LONGITUD,SEMAFORO,CLUSTER
OCFSU2985,FALLA MUÑIZ,CHIAPAS,16.8903,-93.11468,Rojo,0
OCFSU2986,ARBOL DE NAVIDAD,CHIAPAS,16.87553,-93.10673,Verde,0
OCFSU2987,MIRADOR LA ATALAYA,CHIAPAS,16.83076,-93.09238,Verde,0
OCFSU2988,CAÑON DEL SUMIDERO ENTRADA,CHIAPAS,16.80066,-93.06881,Amarillo,0
OCFSU2990,PTAR TUXTLAN AGUAS ARRIBA,CHIAPAS,16.75929,-93.14946,Rojo,0
OCFSU2991,ARROYO SAN AGUSTIN A.A. DEL RIO SABINAL,CHIAPAS,16.75764,-93.15977,Rojo,0
OCFSU2995,C.H. CHICOASEN (FTE.  A LA CORTINA),CHIAPAS,16.93494,-93.09962,Rojo,0
OCFSU2996,RIO GRIJALVA AGUAS ABAJO CHIACOSEN,CHIAPAS,16.96432,-93.11525,Amarillo,1
OCFSU2997,DESCARGA RIO HONDO,CHIAPAS,16.89441,-93.05663,Verde,0
OCFSU2998,RIO GRIJALVA 9,CHIAPAS,17.03913,-93.3963,Verde,1
OCFSU3000,RIO GRIJALVA 7,CHIAPAS,17.01982,-93.39415,Verde,1
OCFSU3001,C.H. NETZAHUALCOYOTL A.A. APICPAC,CHIAPAS,17.0632,-93.45285,Amarillo,0
OCFSU3002,PRESA NEZAHUALCOYOTL 3,CHIAPAS,17.1227,-93.514,Amarillo,0
OCFSU3003,C.H.NETZAHUALCOYOTL A.M. A 12 KM DE CRIADERO DE PECES,CHIAPAS,17.1317,-93.53594,Verde,0
OCFSU3004,PRESA NEZAHUALCOYOTL 5,CHIAPAS,17.1791,-93.6162,Amarillo,0
OCFSU3005,C.H.NETZAHUALCOYOTL FTE. A LA CORTINA,CHIAPAS,17.1736,-93.6009,Verde,0
OCFSU3006,PUENTE RAUDALE DE MALPASO (65),CHIAPAS,17.18933,-93.59606,Verde,2
OCFSU3007,PRESA NEZAHUALCOYOTL 2,CHIAPAS,17.1584,-93.67608,Verde,0
OCFSU3008,PRESA NEZAHUALCOYOTL 1,CHIAPAS,17.04103,-93.80875,Verde,0
OCFSU3010,RIO LA VENTA 2,CHIAPAS,16.68715,-93.66954,Amarillo,0
OCFSU3011,RIO LA VENTA 1,CHIAPAS,16.69286,-93.56071,Amarillo,0
OCFSU3012,RIO LA VENTA 8,CHIAPAS,16.58544,-93.86855,Amarillo,1
OCFSU3013,RIO LA VENTA 5,CHIAPAS,16.51595,-93.96089,Amarillo,1
OCFSU3015,LAGUNA MAR MUERTO 6,CHIAPAS,16.0871,-93.91898,Verde,0
OCFSU3016,LAGUNA MAR MUERTO 5,CHIAPAS,16.07054,-93.88911,Verde,0
OCFSU3017,LAGUNA MAR MUERTO 1,CHIAPAS,16.0414,-93.8712,Verde,0
OCFSU3018,SISTEMA ESTUARINO PUERTO ARISTA 3,CHIAPAS,15.99433,-93.83118,Verde,0
OCFSU3019,"A 5KM DE PUERTO ARISTA SEG 68, 1 ISA10B",CHIAPAS,15.95302,-93.85148,Verde,0
OCFSU3020,"A 4.5 KM DE PUERTO ARISTA SEG 68, 2 ISA10B",CHIAPAS,15.95033,-93.84631,Verde,0
OCFSU3021,"PUERTO ARISTA SEG 68, 3 ISA10B",CHIAPAS,15.93082,-93.80973,Verde,0
OCFSU3022,"PUERTO ARISTA SEG 68, 4 ISA10B",CHIAPAS,15.92898,-93.80629,Verde,0
OCFSU3023,LAGUNA LA JOYA 5,CHIAPAS,15.93741,-93.77869,Verde,0
OCFSU3024,LAGUNA LA JOYA 6,CHIAPAS,15.94804,-93.75476,Verde,0
OCFSU3025,SISTEMA ESTUARINO PUERTO ARISTA 1,CHIAPAS,15.91829,-93.69314,Verde,0
OCFSU3026,LAGUNA LA JOYA 2,CHIAPAS,15.94969,-93.67158,Verde,0
OCFSU3027,SISTEMA ESTUARINO PUERTO ARISTA 2,CHIAPAS,15.9375,-93.64928,Verde,0
OCFSU3028,SISTEMA ESTUARINO BOCA DEL CIELO 3,CHIAPAS,15.87287,-93.66199,Verde,0
OCFSU3029,LAGUNA LA JOYA 9,CHIAPAS,15.86072,-93.68641,Verde,0
OCFSU3030W1,LAGUNA LA JOYA 8,CHIAPAS,15.83355,-93.58886,Verde,0
OCFSU3031W1,LAGUNA LA JOYA 7,CHIAPAS,15.81001,-93.57961,Verde,0
OCFSU3033W1,LAGUNA LA JOYA 1,CHIAPAS,15.7633,-93.5267,Verde,0
OCFSU3034W1,SISTEMA ESTUARINO BOCA DEL CIELO 2,CHIAPAS,15.76756,-93.50629,Verde,0
OCFSU3035W1,SISTEMA ESTUARINO BOCA DEL CIELO 1,CHIAPAS,15.74165,-93.51442,Verde,0
OCFSU3036W1,LAGUNA LA JOYA 3,CHIAPAS,15.773,-93.4191,Verde,0
OCFSU3037,"PLAYA JUNTO A EMBARCADERO LA CONQUISTA SEG69, 1 ISA7",CHIAPAS,15.65757,-93.41513,Verde,0
OCFSU3038,"PLAYA JUNTO A EMBARCADERO LA CONQUISTA SEG 69, 2 ISA7",CHIAPAS,15.6545,-93.41174,Verde,0
OCFSU3039,"SEGMENTO 69, 1 ISA7",CHIAPAS,15.60208,-93.34917,Verde,0
OCFSU3040,"SEGMENTO 69, 2 ISA7",CHIAPAS,15.5977,-93.3437,Verde,0
OCFSU3041W1,"DESEMBOCADURA DEL RIO URBINA SEG 69, 3 ISA7",CHIAPAS,15.58121,-93.32493,Verde,0
OCFSU3042W1,"DESEMBOCADURA DEL RIO URBINA SEG 69, 4 ISA7",CHIAPAS,15.57948,-93.31564,Verde,0
OCFSU3043,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 6,CHIAPAS,15.55263,-93.23706,Rojo,2
OCFSU3044,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 5,CHIAPAS,15.50796,-93.2233,Verde,0
OCFSU3045,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 4,CHIAPAS,15.48348,-93.15173,Rojo,0
OCFSU3046,RIO PIJIJIAPAN 2,CHIAPAS,15.67258,-93.21907,Verde,0
OCFSU3047,RIO PIJIJIAPAN 1,CHIAPAS,15.6989,-93.21074,Verde,0
OCFSU3049,LOS AMATES,CHIAPAS,16.20966,-93.33557,Amarillo,0
OCFSU3050,R. SANTO DOMINGO (HERMENEGILDO GALEANA),CHIAPAS,16.27743,-93.20357,Verde,2
OCFSU3051,ABASTECIMIENTO RIO ZANATENCO,CHIAPAS,16.08672,-93.72305,Verde,0
OCFSU3053,LAGUNA MAR MUERTO 2,CHIAPAS,15.98996,-93.94292,Verde,0
OCFSU3054,LAGUNA MAR MUERTO 7,CHIAPAS,16.10613,-94.00607,Verde,0
OCFSU3055,LAGUNA MAR MUERTO 8,CHIAPAS,16.11778,-94.05579,Verde,0
OCFSU3056,SISTEMA ESTUARINO PUERTO ARISTA 4,CHIAPAS,16.12867,-94.09271,Verde,0
OCFSU3057,BOCA DEL CIELO 1,CHIAPAS,15.85314,-93.67914,Verde,0
OCFSU3058,BOCA DEL CIELO 2,CHIAPAS,15.85014,-93.67544,Verde,0
OCFSU3059,LAGUNA MAR MUERTO 14,OAXACA,16.15249,-94.14322,Verde,0
OCFSU3060,LAGUNA MAR MUERTO 9,OAXACA,16.19577,-94.19083,Verde,0
OCFSU3061,LAGUNA MAR MUERTO 11,OAXACA,16.20592,-94.2411,Verde,0
OCFSU3062,LAGUNA MAR MUERTO 10,OAXACA,16.19228,-94.3093,Verde,0
OCFSU3063,LAGUNA MAR MUERTO 4,OAXACA,16.27586,-94.3561,Verde,0
OCFSU3064,LAGUNA MAR MUERTO 3,OAXACA,16.25307,-94.41045,Verde,0
OCFSU3065,LAGUNA MAR MUERTO 12,OAXACA,16.22062,-94.12125,Verde,0
OCFSU3066,ROMULO CALZADA,CHIAPAS,17.34828,-93.55263,Amarillo,2
OCFSU3067,PRESA PEÑITAS 2,CHIAPAS,17.41315,-93.4324,Verde,0
OCFSU3068,AREA DE PROTECCION DE FLORA Y FAUNA NAHA Y METZABOK 3,CHIAPAS,17.11557,-91.62503,Verde,0
OCFSU3069,AREA DE PROTECCION DE FLORA Y FAUNA NAHA Y METZABOK 2,CHIAPAS,16.98292,-91.58878,Verde,0
OCFSU3070,AREA DE PROTECCION DE FLORA Y FAUNA NAHA Y METZABOK 1,CHIAPAS,16.9565,-91.59417,Verde,0
OCFSU3073,RIO USUMACINTA 9,CHIAPAS,16.51864,-90.64713,Amarillo,0
OCFSU3074,RIO GRIJALVA 1,CHIAPAS,15.43519,-92.11254,Verde,1
OCFSU3075,AGUA CALIENTE,CHIAPAS,15.43784,-92.11537,Verde,0
OCFSU3076,RIO BACANTON,CHIAPAS,15.39275,-92.17829,Verde,0
OCFSU3078,MOSCAFRUT AGUAS ARRIBA,CHIAPAS,14.83517,-92.19339,Amarillo,0
OCFSU3079,MOSCAFRUT AGUAS ABAJO,CHIAPAS,14.83115,-92.19713,Amarillo,0
OCFSU3080,RIO DESPOBLADO,CHIAPAS,15.13953,-92.5927,Amarillo,0
OCFSU3081W1,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 1,CHIAPAS,15.14708,-92.74927,Verde,0
OCFSU3082,"BAHIA EL BALLENATO SEG 70, 1 ISA10B",CHIAPAS,15.15753,-92.8529,Verde,0
OCFSU3083,"BAHIA EL BALLENATO SEG 70, 2 ISA10B",CHIAPAS,15.16057,-92.85924,Verde,0
OCFSU3084W1,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 3,CHIAPAS,15.19494,-92.87504,Verde,0
OCFSU3085,RESERVA DE LA BIOSFERA LA ENCRUCIJADA 2,CHIAPAS,15.19463,-92.88694,Verde,0
OCFSU3086,"DESEMBOCADURA RIO SAN NICOLAS SEG 70, 1 ISA10B",CHIAPAS,15.2558,-92.95532,Verde,0
OCFSU3087,"DESEMBOCADURA RIO SAN NICOLAS SEG 70, 2 ISA10B",CHIAPAS,15.25832,-92.95522,Verde,0
OCFSU3088,RIO CACALUTA,CHIAPAS,15.34726,-92.74882,Amarillo,0
OCFSU3089,"DESEMBOCADURA ESTERO SAN JOSE A BARRA DE SAN JOSE SEG 71, 1 ISA10B",CHIAPAS,14.93605,-92.63656,Verde,0
OCFSU3090W1,ESTERO SAN JOSE,CHIAPAS,14.92966,-92.61565,Verde,0
OCFSU3091,"BARRA SAN JOSE SEG 71, 2 ISA10B",CHIAPAS,14.93168,-92.64074,Verde,0
OCFSU3092,"BARRA DE SAN SIMON SEG 72, 1 ISA7",CHIAPAS,14.80442,-92.51757,Verde,0
OCFSU3093W1,ESTERO DE SAN SIMON,CHIAPAS,14.80194,-92.51032,Verde,0
OCFSU3094,"BARRA DE SAN SIMON SEG 72, 2 ISA7",CHIAPAS,14.79831,-92.51153,Verde,0
OCFSU3095,RIO COATAN 5,CHIAPAS,14.84995,-92.43366,Amarillo,0
OCFSU3096,RIO COATAN,CHIAPAS,14.86586,-92.42384,Rojo,0
OCFSU3098,RIO COATAN 7,CHIAPAS,14.90866,-92.38669,Amarillo,0
OCFSU3101,RIO TEXCUYUAPAN 2,CHIAPAS,14.93497,-92.25304,Amarillo,0
OCFSU3102,RIO COATAN 3,CHIAPAS,14.99242,-92.24168,Amarillo,0
OCFSU3103,RIO CAHOACAN 8,CHIAPAS,14.89393,-92.23864,Amarillo,0
OCFSU3104,RIO CAHOACAN 10,CHIAPAS,14.85507,-92.2526,Amarillo,0
OCFSU3105,RIO TEXCUYUAPAN,CHIAPAS,14.85485,-92.26092,Verde,0
OCFSU3106,RIO CAHOACAN 11,CHIAPAS,14.8052,-92.25491,Verde,0
OCFSU3108,RIO SUCHIATE 2,CHIAPAS,14.74302,-92.16895,Amarillo,1
OCFSU3110,RIO SUCHIATE 1,CHIAPAS,14.69897,-92.14768,Amarillo,1
OCFSU3111,RIO SUCHIATE 4,CHIAPAS,14.61337,-92.18057,Verde,1
OCFSU3113,RIO SUCHIATE,CHIAPAS,14.55447,-92.21704,Amarillo,1
OCFSU3114,"SEGMENTO 74, 1 ISA8",CHIAPAS,14.54128,-92.23977,Verde,0
OCFSU3115,"DESEMBOCADURA DEL RIO SUCHIATE SEG 74, 2 ISA8",CHIAPAS,14.53491,-92.2231,Amarillo,1
OCFSU3116,"BARRA CAHOACAN SEG 73, 1 ISA8",CHIAPAS,14.61567,-92.32058,Verde,0
OCFSU3117,RIO CAHOACAN 4,CHIAPAS,14.62189,-92.31748,Amarillo,0
OCFSU3118,"BARRA CAHOACAN SEG 73, 2 ISA8",CHIAPAS,14.61567,-92.32058,Rojo,0
OCFSU3119,"BARRA CAHOACAN SEG 73, 3 ISA8",CHIAPAS,14.62543,-92.32617,Verde,0
OCFSU3120,ZONA SUJETA A CONSERVACION ECOLOGICA EL GANCHO-MURILLO 1,CHIAPAS,14.64798,-92.33853,Verde,0
OCFSU3121,ZONA SUJETA A CONSERVACION ECOLOGICA EL GANCHO-MURILLO 2,CHIAPAS,14.64657,-92.34843,Verde,0
OCFSU3122,ZONA SUJETA A CONSERVACION ECOLOGICA EL GANCHO-MURILLO 3,CHIAPAS,14.65546,-92.35503,Verde,0
OCFSU3123,"PUERTO MADERO SEG 73, 1 ISA8",CHIAPAS,14.6982,-92.40968,Verde,0
OCFSU3124,"PUERTO MADERO SEG 73, 3 ISA8",CHIAPAS,14.69567,-92.41338,Verde,0
OCFSU3126W1,ZONA SUJETA A CONSERVACION ECOLOGICA CABILDO-AMATAL 1,CHIAPAS,14.74249,-92.4372,Rojo,0
OCFSU3127W1,ZONA SUJETA A CONSERVACION ECOLOGICA CABILDO-AMATAL 2,CHIAPAS,14.76096,-92.44908,Rojo,0
OCFSU3129,RIO SUCHIATE 3,CHIAPAS,14.96428,-92.1471,Amarillo,0
OCFSU3130,RIO CAHOACAN 6,CHIAPAS,14.99234,-92.18306,Verde,0
OCFSU3133,CACTUS (ENTRADA),CHIAPAS,17.90019,-93.17845,Rojo,0
OCFSU3134,CACTUS I,CHIAPAS,17.90261,-93.17662,Verde,0
OCFSU3135,CACTUS II,CHIAPAS,17.90174,-93.1715,Verde,0
OCFSU3137,EFLUENTE LAGUNA LIMON,CHIAPAS,17.90862,-93.13046,Amarillo,2
OCFSU3140,RIO GRIJALVA 24,CHIAPAS,17.6484,-93.38334,Rojo,0
OCFSU3141,RIO GRIJALVA 10,CHIAPAS,17.47053,-93.48041,Rojo,0
OCFSU3142,PRESA PEÑITAS 1,CHIAPAS,17.4269,-93.43682,Verde,0
OCFSU3143,PRESA PEÑITAS 3,CHIAPAS,17.43704,-93.42386,Verde,0
OCFSU3144M1,RIO ALMANDRO,CHIAPAS,17.35671,-92.7289,Amarillo,0
OCFSU3145,LAGUNA COLORADA 5,CHIAPAS,17.77308,-92.02444,Amarillo,0
OCFSU3146,LAGUNA COLORADA 4,CHIAPAS,17.74799,-92.01372,Verde,0
OCFSU3147,ZONA SUJETA A CONSERVACION ECOLOGICA SISTEMA LAGUNAR CATAZAJA 2,CHIAPAS,17.74549,-92.00019,Amarillo,0
OCFSU3148,LAGUNA COLORADA 3,CHIAPAS,17.72761,-92.01282,Amarillo,0
OCFSU3149,ZONA SUJETA A CONSERVACION ECOLOGICA SISTEMA LAGUNAR CATAZAJA 1,CHIAPAS,17.7362,-92.06119,Verde,0
OCFSU3150,ZONA SUJETA A CONSERVACION ECOLOGICA SISTEMA LAGUNAR CATAZAJA 3,CHIAPAS,17.79768,-92.0383,Verde,0
OCFSU3151,HUMEDALES LA LIBERTAD 3,CHIAPAS,17.70839,-91.77661,Verde,1
OCFSU3152,HUMEDALES LA LIBERTAD 2,CHIAPAS,17.66337,-91.68374,Amarillo,0
OCFSU3153,HUMEDALES LA LIBERTAD 1,CHIAPAS,17.62954,-91.67695,Amarillo,0
OCFSU3154,MISOLHA,CHIAPAS,17.3939,-92.00009,Rojo,0
OCFSU3155,AGUA AZUL 2,CHIAPAS,17.26355,-92.06195,Rojo,0
OCFSU3156,AGUA AZUL,CHIAPAS,17.25254,-92.11519,Amarillo,0
OCFSU6484,PUENTE MULUMI,CHIAPAS,16.63292,-93.12489,Verde,0
OCFSU6485,ARROYO SABINAL,CHIAPAS,16.65302,-93.1536,Amarillo,0
OCFSU6486,PUENTE,CHIAPAS,16.65121,-93.15611,Rojo,0
OCFSU6487,ARROYO SABINAL AGUAS ARRIBA,CHIAPAS,16.69732,-93.18471,Amarillo,0
OCFSU6488,RIO EL TABLON I,CHIAPAS,16.48387,-93.32256,Amarillo,2
OCFSU6489,RIO EL TABLON II,CHIAPAS,16.42186,-93.41977,Amarillo,2
OCFSU6490,RIO EL TABLON III,CHIAPAS,16.35121,-93.51566,Amarillo,2
OCFSU6491,PEÑITAS 4,CHIAPAS,17.44501,-93.44026,Verde,0
OCFSU6492,PEÑITAS 5,CHIAPAS,17.4353,-93.44807,Rojo,0
OCFSU6493,PEÑITAS 6,CHIAPAS,17.4285,-93.45856,Rojo,0
OCFSU6494,MALPASO 1,CHIAPAS,17.17468,-93.5994,Verde,0
OCFSU6495,MALPASO 2,CHIAPAS,17.17616,-93.60036,Verde,0
OCFSU6496,MALPASO 3,CHIAPAS,17.17653,-93.59855,Verde,0
OCFSU6497,MALPASO 4,CHIAPAS,17.17604,-93.59679,Verde,0
OCGCE3157,RIO COATZACOALCOS (SUCHILAPAN),VERACRUZ DE IGNACIO DE LA LLAVE,17.37848,-94.95054,Verde,0
OCGCE3158,RIO COATZACOALCOS (REF CHIQUITO),VERACRUZ DE IGNACIO DE LA LLAVE,17.69831,-94.70256,Amarillo,0
OCGCE3159,ARROYO GOPALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,18.08997,-94.39708,Rojo,2
OCGCE3160,ARROYO TEAPA (REFERENCIA),VERACRUZ DE IGNACIO DE LA LLAVE,18.11105,-94.33204,Amarillo,2
OCGCE3161,RIO COATZACOALCOS (NANCHITAL),VERACRUZ DE IGNACIO DE LA LLAVE,18.07554,-94.4149,Verde,0
OCGCE3162,SAN ANTONIO II,VERACRUZ DE IGNACIO DE LA LLAVE,18.8331,-97.09081,Amarillo,2
OCGCE3163,BY PASS,VERACRUZ DE IGNACIO DE LA LLAVE,18.85721,-97.05433,Rojo,2
OCGCE3164M1,LAGUNA CABANA CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,19.4006,-96.325,Rojo,0
OCGCE3165,CAPILLA CARLOTA,VERACRUZ DE IGNACIO DE LA LLAVE,18.835,-97.0917,Amarillo,2
OCGCE3166,CD. MENDOZA,VERACRUZ DE IGNACIO DE LA LLAVE,18.78904,-97.19723,Amarillo,2
OCGCE3167,CAMPO CHICO,VERACRUZ DE IGNACIO DE LA LLAVE,18.83361,-97.02402,Amarillo,1
OCGCE3168,PRESA TUXPANGO 2,VERACRUZ DE IGNACIO DE LA LLAVE,18.84575,-97.03917,Amarillo,0
OCGCE3169,CUICHAPA AGUAS ARRIBA,VERACRUZ DE IGNACIO DE LA LLAVE,18.78,-96.89111,Amarillo,1
OCGCE3170,PUENTE CUAUHTEMOC-HUILOAPAN B,VERACRUZ DE IGNACIO DE LA LLAVE,18.8153,-97.1611,Amarillo,2
OCGCE3171,OMEALCA (PASO DE ROSARIO),VERACRUZ DE IGNACIO DE LA LLAVE,18.74456,-96.72707,Rojo,1
OCGCE3172,DESEMBOCADURA RIO CAZONES,VERACRUZ DE IGNACIO DE LA LLAVE,20.72439,-97.19924,Amarillo,0
OCGCE3173,LA TINAJA (PUENTE),VERACRUZ DE IGNACIO DE LA LLAVE,18.74163,-96.45603,Rojo,1
OCGCE3174M1,RIO MEDIO,VERACRUZ DE IGNACIO DE LA LLAVE,19.22803,-96.20357,Rojo,2
OCGCE3175,MARIA LIZAMBA 2,VERACRUZ DE IGNACIO DE LA LLAVE,18.5036,-95.99057,Rojo,0
OCGCE3176,MARIA LIZAMBA 4,VERACRUZ DE IGNACIO DE LA LLAVE,18.48211,-95.98472,Rojo,0
OCGCE3177,MARIA LIZAMBA 1,VERACRUZ DE IGNACIO DE LA LLAVE,18.49069,-96.01511,Rojo,0
OCGCE3178,SANTA URSULA (REF FAPATUX),OAXACA,18.0318,-96.1835,Amarillo,1
OCGCE3179,CHACALTIAGUIS,VERACRUZ DE IGNACIO DE LA LLAVE,18.29896,-95.8443,Amarillo,0
OCGCE3180,TUXTEPEC (FAPATUX),OAXACA,18.035,-96.17328,Amarillo,0
OCGCE3181,CARLOS A. CARRILLO,VERACRUZ DE IGNACIO DE LA LLAVE,18.36382,-95.73176,Amarillo,0
OCGCE3182,TESECHOACAN,VERACRUZ DE IGNACIO DE LA LLAVE,18.12549,-95.64896,Amarillo,1
OCGCE3183,VILLA AZUETA,VERACRUZ DE IGNACIO DE LA LLAVE,18.07374,-95.70105,Amarillo,1
OCGCE3184,LOMA BONITA,OAXACA,18.08786,-95.92351,Verde,0
OCGCE3185,TLACOJALPAN,VERACRUZ DE IGNACIO DE LA LLAVE,18.23123,-95.95449,Amarillo,0
OCGCE3186,PALOMARES,OAXACA,17.96649,-96.09643,Verde,0
OCGCE3187,TUXTEPEC (CERVECERA),OAXACA,18.07974,-96.13763,Amarillo,0
OCGCE3188,SAN JOSE CHILAPA,VERACRUZ DE IGNACIO DE LA LLAVE,17.79997,-95.86595,Amarillo,1
OCGCE3189,PLAYA VICENTE,VERACRUZ DE IGNACIO DE LA LLAVE,17.85,-95.78535,Amarillo,1
OCGCE3190M1,"COMPAÑIA INDUSTRIAL AZUCARERA, S.A DE C.V. (AGUAS ABAJO)",VERACRUZ DE IGNACIO DE LA LLAVE,18.15366,-95.19907,Rojo,2
OCGCE3191,"COMPAÑIA INDUSTRIAL AZUCARERA, S.A DE C.V. (AGUAS ARRIBA)",VERACRUZ DE IGNACIO DE LA LLAVE,18.16055,-95.18366,Amarillo,1
OCGCE3192,CATEMACO (PUENTE),VERACRUZ DE IGNACIO DE LA LLAVE,18.41616,-95.11869,Rojo,0
OCGCE3193,LAGUNA DE CATEMACO 1,VERACRUZ DE IGNACIO DE LA LLAVE,18.41595,-95.06958,Amarillo,0
OCGCE3194,LAGUNA DE CATEMACO 3,VERACRUZ DE IGNACIO DE LA LLAVE,18.3841,-95.11417,Rojo,0
OCGCE3195,LAGUNA EL MARQUES,VERACRUZ DE IGNACIO DE LA LLAVE,18.66557,-95.46394,Rojo,0
OCGCE3196,LOS PINOS (INGENIO),VERACRUZ DE IGNACIO DE LA LLAVE,18.65057,-95.55155,Amarillo,2
OCGCE3197,HUMEDALES DE LA LAGUNA LA POPOTERA 1,VERACRUZ DE IGNACIO DE LA LLAVE,18.65535,-95.54771,Rojo,2
OCGCE3198,LERDO DE TEJADA,VERACRUZ DE IGNACIO DE LA LLAVE,18.65561,-95.55255,Amarillo,2
OCGCE3201,PASO SALTABARRANCA,VERACRUZ DE IGNACIO DE LA LLAVE,18.58467,-95.54647,Amarillo,0
OCGCE3202,TLACOTALPAN II,VERACRUZ DE IGNACIO DE LA LLAVE,18.61354,-95.63833,Amarillo,0
OCGCE3203,TLACOTALPAN I,VERACRUZ DE IGNACIO DE LA LLAVE,18.61371,-95.67234,Amarillo,0
OCGCE3204,PUENTE TLACOTALPAN,VERACRUZ DE IGNACIO DE LA LLAVE,18.71248,-95.63918,Verde,0
OCGCE3206W1,SIST. LAGUNAR ALVARADO (PAPALOAPAN),VERACRUZ DE IGNACIO DE LA LLAVE,18.74584,-95.74853,Rojo,0
OCGCE3207W1,SIST. LAGUNAR ALVARADO (ALVARADO),VERACRUZ DE IGNACIO DE LA LLAVE,18.77312,-95.81856,Rojo,0
OCGCE3208,SIST. LAGUNAR ALVARADO (CAMARONERA),VERACRUZ DE IGNACIO DE LA LLAVE,18.83308,-95.89516,Verde,0
OCGCE3210,RIO COATZACOALCOS (EL TRIUNFO),VERACRUZ DE IGNACIO DE LA LLAVE,17.42458,-94.96707,Amarillo,1
OCGCE3211,LAS PERLAS,VERACRUZ DE IGNACIO DE LA LLAVE,17.41581,-94.91458,Amarillo,0
OCGCE3212,PROGRESO DE ZARAGOZA,VERACRUZ DE IGNACIO DE LA LLAVE,20.27275,-97.70474,Amarillo,0
OCGCE3213,TUXTEPEC (COL. V.B.A.),OAXACA,18.10179,-96.13129,Amarillo,0
OCGCE3214,PUENTE ENTABLADERO (ESPINAL),VERACRUZ DE IGNACIO DE LA LLAVE,20.26732,-97.55879,Amarillo,0
OCGCE3215,CERRO DE ORO (SUR),OAXACA,17.97104,-96.25887,Verde,0
OCGCE3216,PUENTE ESPINAL,VERACRUZ DE IGNACIO DE LA LLAVE,20.24127,-97.39753,Amarillo,0
OCGCE3217,PASO VALENCIA,VERACRUZ DE IGNACIO DE LA LLAVE,20.2731,-97.31859,Amarillo,1
OCGCE3218,PUENTE REMOLINO,VERACRUZ DE IGNACIO DE LA LLAVE,20.39775,-97.23894,Amarillo,0
OCGCE3219,PUENTE TECOLUTLA,VERACRUZ DE IGNACIO DE LA LLAVE,20.43678,-97.08289,Amarillo,2
OCGCE3220,CRUZ DE LOS ESTEROS,VERACRUZ DE IGNACIO DE LA LLAVE,20.46902,-97.01759,Amarillo,0
OCGCE3221,ESTERO LOS NARANJOS,VERACRUZ DE IGNACIO DE LA LLAVE,20.46572,-97.00859,Amarillo,1
OCGCE3222,BARRA DE TECOLUTLA,VERACRUZ DE IGNACIO DE LA LLAVE,20.47427,-97.00035,Rojo,0
OCGCE3223,PLAYA TECOLUTLA,VERACRUZ DE IGNACIO DE LA LLAVE,20.48045,-97.00723,Rojo,0
OCGCE3224,ESCAMELA (FIRIOB),VERACRUZ DE IGNACIO DE LA LLAVE,18.85185,-97.04185,Rojo,2
OCGCE3225,RIO CALZADAS I,VERACRUZ DE IGNACIO DE LA LLAVE,18.10983,-94.48667,Amarillo,2
OCGCE3226M1,PLAYA TORTUGUERO,VERACRUZ DE IGNACIO DE LA LLAVE,20.1528,-96.7032,Rojo,0
OCGCE3227M1,PLAYA CHACHALACAS,VERACRUZ DE IGNACIO DE LA LLAVE,19.42258,-96.32139,Amarillo,0
OCGCE3228M1,MONTE GORDO,VERACRUZ DE IGNACIO DE LA LLAVE,20.29344,-96.83583,Rojo,0
OCGCE3229M1,PLAYA CASITAS,VERACRUZ DE IGNACIO DE LA LLAVE,20.2553,-96.7967,Verde,0
OCGCE3230,PUENTE CASITAS,VERACRUZ DE IGNACIO DE LA LLAVE,20.24599,-96.79645,Verde,0
OCGCE3231,BARRA NAUTLA,VERACRUZ DE IGNACIO DE LA LLAVE,20.24276,-96.78797,Verde,0
OCGCE3232,PUENTE NAUTLA,VERACRUZ DE IGNACIO DE LA LLAVE,20.21126,-96.77969,Amarillo,0
OCGCE3233,EL RAUDAL,VERACRUZ DE IGNACIO DE LA LLAVE,20.15772,-96.7206,Rojo,0
OCGCE3234,COATZACOALCOS (PUNTA LA PIEDRA),VERACRUZ DE IGNACIO DE LA LLAVE,18.10693,-94.4245,Verde,0
OCGCE3235,PANGA JICALTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,20.17025,-96.85088,Amarillo,0
OCGCE3236,EL PITAL,VERACRUZ DE IGNACIO DE LA LLAVE,20.15212,-96.89745,Amarillo,1
OCGCE3237,PUNTILLA ALDAMA,VERACRUZ DE IGNACIO DE LA LLAVE,20.17439,-96.9134,Verde,0
OCGCE3238,TRES ENCINOS,VERACRUZ DE IGNACIO DE LA LLAVE,20.23582,-96.90388,Rojo,0
OCGCE3239,FELIPE CARRILLO PUERTO,VERACRUZ DE IGNACIO DE LA LLAVE,20.13239,-96.95467,Amarillo,1
OCGCE3240,MARTINEZ DE LA TORRE (CITROFRUT),VERACRUZ DE IGNACIO DE LA LLAVE,20.14386,-96.9304,Amarillo,0
